	blast_score	multiblast_score	n_hits	normalized_score	qry_cluster	qry_gene	qry_gene_end	qry_gene_start	qry_gene_strand	qry_genes_len	qry_strain	ref_cluster	ref_genes_len	ref_strain	svg
14432	1029	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	10822	9665	1	2	ATCC_20542	CH476603.1.region003	19	NIH	ATCC20542/contig3region012/svg/clusterblast1_5
14433	1029	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	8979	7781	1	2	ATCC_20542	CH476603.1.region003	19	NIH	ATCC20542/contig3region012/svg/clusterblast1_5
14434	1029	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	7148	6011	1	2	ATCC_20542	CH476603.1.region003	19	NIH	ATCC20542/contig3region012/svg/clusterblast1_5
14435	1029	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	3708	3131	-1	2	ATCC_20542	CH476603.1.region003	19	NIH	ATCC20542/contig3region012/svg/clusterblast1_5
14436	1029	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	2737	1	-1	2	ATCC_20542	CH476603.1.region003	19	NIH	ATCC20542/contig3region012/svg/clusterblast1_5
14456	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	41013	37384	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14457	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	35534	34191	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14458	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	33057	31132	-1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14459	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	30556	27447	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14460	1247	1.0	1	0.14285714285714285	contig_3.region012	EAU29410	25885	18957	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14461	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	17818	16878	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14462	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	16397	14474	-1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14463	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	14098	13336	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14464	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	12742	11411	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14465	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	10822	9665	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14466	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	8979	7781	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14467	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	7148	6011	1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14468	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	3708	3131	-1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14469	1247	1.0	1	0.14285714285714285	contig_3.region012	nohomolog	2737	1	-1	2	ATCC_20542	CH476609.1.region001	16	NIH	ATCC20542/contig3region012/svg/clusterblast1_4
14486	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	41013	37384	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14487	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	35534	34191	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14488	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	33057	31132	-1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14489	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	30556	27447	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14490	608	2.0	2	0.21428571428571427	contig_3.region012	EAU38790	25885	18957	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14491	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	17818	16878	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14492	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	16397	14474	-1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14493	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	14098	13336	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14494	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	12742	11411	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14495	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	10822	9665	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14496	608	2.0	2	0.21428571428571427	contig_3.region012	EAU38792	8979	7781	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14497	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	7148	6011	1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14498	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	3708	3131	-1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14499	608	2.0	2	0.21428571428571427	contig_3.region012	nohomolog	2737	1	-1	3	ATCC_20542	CH476594.1.region001	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_3
14514	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	41013	37384	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14515	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	35534	34191	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14516	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	33057	31132	-1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14517	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	30556	27447	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14518	624	2.0	2	0.14285714285714285	contig_3.region012	EAU29808	25885	18957	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14519	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	17818	16878	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14520	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	16397	14474	-1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14521	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	14098	13336	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14522	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	12742	11411	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14523	624	2.0	2	0.14285714285714285	contig_3.region012	EAU29802	10822	9665	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14524	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	8979	7781	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14525	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	7148	6011	1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14526	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	3708	3131	-1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14527	624	2.0	2	0.14285714285714285	contig_3.region012	nohomolog	2737	1	-1	2	ATCC_20542	CH476608.1.region001	18	NIH	ATCC20542/contig3region012/svg/clusterblast1_2
14546	15774	20.5	20	1.0	contig_3.region012	EAU32455	41013	37384	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14547	15774	20.5	20	1.0	contig_3.region012	EAU32454	35534	34191	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14548	15774	20.5	20	1.0	contig_3.region012	EAU32453	33057	31132	-1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14549	15774	20.5	20	1.0	contig_3.region012	EAU32452	30556	27447	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14550	15774	20.5	20	1.0	contig_3.region012	EAU32451	25885	18957	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14551	15774	20.5	20	1.0	contig_3.region012	EAU32450	17818	16878	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14552	15774	20.5	20	1.0	contig_3.region012	EAU32449	16397	14474	-1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14553	15774	20.5	20	1.0	contig_3.region012	EAU32448	14098	13336	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14554	15774	20.5	20	1.0	contig_3.region012	EAU32447	12742	11411	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14555	15774	20.5	20	1.0	contig_3.region012	EAU32446	10822	9665	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14556	15774	20.5	20	1.0	contig_3.region012	EAU32445	8979	7781	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14557	15774	20.5	20	1.0	contig_3.region012	EAU32444	7148	6011	1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14558	15774	20.5	20	1.0	contig_3.region012	EAU32443	3708	3131	-1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14559	15774	20.5	20	1.0	contig_3.region012	EAU32442	2737	1	-1	14	ATCC_20542	CH476603.1.region002	14	NIH	ATCC20542/contig3region012/svg/clusterblast1_1
14574	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	41332	40341	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14575	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	39941	37650	-1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14576	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	37398	35839	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14577	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	35449	34940	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14578	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	34358	32860	-1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14579	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	32306	31135	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14580	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	30715	28990	-1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14581	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	28546	26566	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14582	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	26195	25400	-1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14583	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	24966	23150	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14584	1335	2.0	2	0.1111111111111111	contig_3.region011	EAU33556	22265	18502	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14585	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	17987	16962	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14586	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	16386	14657	-1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14587	1335	2.0	2	0.1111111111111111	contig_3.region011	EAU33557	14486	12366	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14588	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	10771	9505	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14589	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	5006	4025	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14590	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	3801	2203	-1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14591	1335	2.0	2	0.1111111111111111	contig_3.region011	nohomolog	1737	1	1	2	ATCC_20542	CH476601.1.region001	12	NIH	ATCC20542/contig3region011/svg/clusterblast1_2
14604	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32391	41332	40341	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14605	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32390	39941	37650	-1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14606	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32389	37398	35839	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14607	15694	24.0	24	1.0555555555555556	contig_3.region011	nohomolog	35449	34940	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14608	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32388	34358	32860	-1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14609	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32387	32306	31135	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14610	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32386	30715	28990	-1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14611	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32385	28546	26566	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14612	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32384	26195	25400	-1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14613	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32380	24966	23150	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14614	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32382	22265	18502	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14615	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32381	17987	16962	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14616	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32383	16386	14657	-1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14617	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32379	14486	12366	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14618	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32378	10771	9505	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14619	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32377	5006	4025	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14620	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32376	3801	2203	-1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14621	15694	24.0	24	1.0555555555555556	contig_3.region011	EAU32375	1737	1	1	19	ATCC_20542	CH476603.1.region001	17	NIH	ATCC20542/contig3region011/svg/clusterblast1_1
14639	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	68938	68489	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14640	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	64470	63490	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14641	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	59512	55164	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14642	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	54490	51698	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14643	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	51315	50485	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14644	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	49580	45661	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14645	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	45058	43613	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14646	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	43000	41219	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14647	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	40371	39574	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14648	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	39411	38025	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14649	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	37170	36040	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14650	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	35421	34309	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14651	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	33676	31576	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14652	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	31207	29945	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14653	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	29667	28786	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14654	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	27674	25924	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14655	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	25444	24098	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14656	213	1.0	1	0.038461538461538464	contig_3.region010	EAU30196	22678	21008	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14657	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	20235	16351	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14658	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	16212	15475	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14659	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	15073	13499	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14660	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	12801	12433	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14661	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	9304	7742	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14662	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	6362	4764	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14663	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	3227	2147	1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14664	213	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	1260	1	-1	1	ATCC_20542	CH476607.1.region002	10	NIH	ATCC20542/contig3region010/svg/clusterblast1_5
14675	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	68938	68489	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14676	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	64470	63490	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14677	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	59512	55164	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14678	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	54490	51698	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14679	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	51315	50485	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14680	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	49580	45661	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14681	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	45058	43613	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14682	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	43000	41219	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14683	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	40371	39574	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14684	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	39411	38025	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14685	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	37170	36040	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14686	379	1.0	1	0.038461538461538464	contig_3.region010	EAU30210	35421	34309	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14687	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	33676	31576	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14688	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	31207	29945	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14689	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	29667	28786	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14690	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	27674	25924	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14691	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	25444	24098	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14692	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	22678	21008	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14693	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	20235	16351	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14694	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	16212	15475	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14695	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	15073	13499	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14696	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	12801	12433	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14697	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	9304	7742	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14698	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	6362	4764	-1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
14699	379	1.0	1	0.038461538461538464	contig_3.region010	nohomolog	3227	2147	1	1	ATCC_20542	CH476607.1.region002	7	NIH	ATCC20542/contig3region010/svg/clusterblast1_4
